userID,gameID,prediction
u61057221,g23131507,3.0912110862235176
u76302774,g09670581,4.444990305842517
u12301728,g83093985,2.158146631846214
u91634610,g11862712,4.2104719739559
u70076452,g66187454,2.1677854359858344
u14595674,g71690287,3.1806991502574293
u70647035,g59132435,2.3631353593636764
u49227907,g75591774,2.2197672920787017
u47732229,g00602342,3.6297545950204895
u52520551,g06849398,0.6593771545420783
u95251001,g14806591,4.837345569644345
u84178019,g86430125,2.139992869224158
u08176900,g65794132,2.5315591691675907
u76404562,g54506405,2.9041199767403896
u26095980,g95560020,2.880912560665393
u97592278,g11225866,3.514423670757373
u44785008,g57734956,5.024727147056116
u87047715,g47087082,1.167511536591821
u90350768,g40551467,4.936491444751821
u40158774,g91479688,7.370387874917721
u29320534,g29752784,4.13698921204183
u38690724,g46527418,3.952668042177688
u30465751,g63715049,4.440068814152242
u70160453,g10773791,8.126005619152078
u73988548,g78139956,3.479803607355449
u95764184,g40266442,2.3828742929381037
u48087366,g75730019,2.5540156569086454
u35368986,g10946181,4.626344238965083
u04763917,g94497006,2.236113461517627
u70756776,g05894153,2.5397815075955896
u39281280,g68132896,5.245872918112029
u93185343,g62819767,2.1382848941880295
u04114967,g15881340,3.614768991540905
u74748141,g66678119,1.6725581724069876
u15832377,g97767591,3.3247084530193116
u72218324,g73792397,3.4556125971697633
u01903817,g36338988,3.912177282527171
u92083302,g41031307,5.0942717286204875
u33601253,g68959096,4.867428102880298
u48940192,g61264440,4.82875834468415
u55350279,g35444269,4.314148057116151
u54965133,g06097413,3.604998687101339
u80028968,g41896919,3.1688250425262456
u77135073,g15881340,4.903490810867711
u23546625,g03156676,2.877900586187112
u07229282,g17604638,8.187364763444467
u49423423,g75348396,3.0260549270358563
u04928040,g90538928,2.1677758753270875
u03233576,g01873417,4.89202222008969
u01806590,g17361564,3.7133382837768076
u01276399,g32819803,2.788160266740095
u19431743,g50444948,3.2920829895038226
u30001051,g65794132,1.8827148448412128
u76404562,g02291184,4.4222091588714845
u86748386,g63396588,4.566507034986121
u17031377,g68594066,2.1769696090669886
u60870972,g81608348,5.259559378092677
u48616923,g37782017,4.840805098385639
u75656042,g11862712,4.452560177396655
u27204408,g29343118,2.9232852550829524
u77035669,g59833534,2.931147774008736
u97895796,g11181397,1.1919862680580766
u41263957,g58564429,2.0347490248765343
u36684316,g77806076,6.839033949608664
u80800629,g53996086,2.9461870453536747
u98863380,g68818867,3.0674835703830547
u89526470,g16967024,2.730277952912314
u67552707,g20944046,2.864575131762387
u08631099,g75046549,2.3447913119859365
u19644250,g42862258,4.2155586452734415
u64237842,g15339821,3.0172922373906625
u79892305,g36958384,4.53442459682683
u70339605,g16320816,1.1823479703691868
u56683450,g63396588,3.7292089763176115
u73988548,g14368997,5.288865574151709
u55730078,g99674775,2.5606941317032352
u32923011,g15881340,4.6517026167733215
u67063622,g19425343,4.349758333470952
u83496814,g79499736,6.011962135997852
u05202684,g71128555,1.6885180844367265
u01997404,g74412462,6.237957170942336
u06266674,g05463839,7.475554034090877
u04763917,g93034225,1.8404893909901636
u12352667,g18762273,1.7256737171805763
u67983089,g35549655,5.828872489797857
u57355453,g27491100,3.352604009923214
u93263722,g04615400,3.720937467762125
u60932748,g51367911,5.551082715993111
u03729616,g70003539,4.103781447146233
u33909345,g16952539,4.215872368441032
u88837062,g40531835,2.9152289711012984
u60063697,g16087475,3.5080866401791027
u26602381,g61856392,4.595551483665533
u34020914,g36958384,4.211406660284497
u58981182,g76892743,2.7059752917467605
u83260741,g05349653,3.8220916722796874
u12741451,g46446145,4.972763549123052
u11476760,g69372699,2.698147245384181
u58812126,g01540872,3.7270969216040273
u83288532,g91616357,3.309041296805174
u04836696,g71371078,5.41025287002049
u44009694,g11862712,4.1466576357480305
u14814897,g68302537,3.163788410524991
u72218324,g61434161,4.324116758363017
u39796895,g59271404,4.200470796585819
u51062008,g15041108,2.9174722605058583
u52954416,g04423005,5.624876532296232
u44521634,g26556480,2.7158199638992158
u72986401,g06097413,3.9366196982346717
u61150089,g63396588,4.699751161051746
u47890042,g76138491,4.324838493641159
u78552338,g97795987,3.9664385528480968
u75519304,g46602286,3.11563027952123
u97099051,g14368997,4.87519610343724
u28677421,g92017077,3.6959454726175904
u31219469,g31541380,5.149066938360271
u82039751,g03207903,4.520432812300381
u65746127,g87968210,2.446785035258608
u83172509,g68047320,4.921736287076566
u71314174,g24283850,3.3773510557676207
u39532419,g26730287,2.910091874385328
u94977887,g65046475,2.752973109227795
u51238798,g78970626,3.588162576575468
u18043411,g10081212,2.2610661606939937
u67632443,g57834425,6.406137873845134
u37216201,g15547870,7.405068361104842
u44594988,g32943027,2.4618279033919386
u63229947,g05510401,3.328353718953678
u03766095,g14542017,1.0594281135634058
u58385308,g05551150,3.95948878589337
u32538708,g25723374,2.8569523323149757
u33701854,g51234623,2.7536957647489055
u73655118,g76361508,4.1865370011653695
u08422227,g97435957,2.526797165155876
u82636912,g23657488,5.200958762987146
u56533038,g03136155,5.7424932917931635
u02074953,g24982722,8.286453241284136
u19135199,g49368897,3.898330621804772
u72139431,g33872505,1.3654737741100529
u67398492,g40110970,4.915929599659674
u93154067,g41577769,7.440938597652975
u04495704,g25834374,2.2368857166019342
u12831192,g45232069,7.0725732405113515
u23791734,g91479688,7.848957677177995
u08543832,g28397260,2.740362275414365
u78248555,g43409822,4.838644962060046
u24002764,g22244120,4.476971610754333
u97756269,g05031080,3.80444809451745
u34127632,g13451594,4.038365100709369
u24606346,g13121437,4.363498712110349
u71263232,g91851682,3.845334173960876
u31583354,g88348345,3.034091312718121
u63484823,g44130855,0.8677090447436905
u98330996,g11862712,4.384017549749358
u09717896,g16087475,3.8016100266209776
u04150783,g74112521,5.236491107103911
u55952495,g83843155,2.0537758489875975
u73063505,g33211163,4.331502922558575
u19670502,g44582104,3.793897750845392
u51322914,g32303199,1.397131601686497
u94573512,g24816539,4.247982736908102
u83357129,g01660600,3.5959513898023596
u92729375,g79333823,7.271247550974968
u52496811,g94300691,4.7747564894580075
u93072491,g79333823,7.012998206310122
u00914251,g67038900,3.9192164937028116
u00631846,g40499587,6.6295172655878645
u37555238,g60926645,2.312868188066767
u65152844,g61557790,3.392388918081879
u95987184,g27545941,2.510864322392743
u12982875,g83595955,2.216621820592173
u42467385,g23657488,5.33404173400943
u95368325,g08347342,3.3434491837507556
u41633254,g92782480,5.038027122049801
u46933812,g15714062,7.418119697859238
u95210326,g01086845,1.8398069296007749
u21957619,g77859458,7.557985317667942
u95327242,g37422652,5.432889811452318
u23441276,g89122297,2.0770173105290377
u40466912,g11874075,2.719550112559594
u56316691,g71128208,5.422850392708053
u32015397,g07717755,3.824331492630529
u68905669,g90538928,3.1166647045218046
u34487395,g85605126,3.3394160228319123
u74423141,g11075424,3.1882076495112863
u66082707,g11862712,3.920717891893765
u82332490,g04615400,3.3155898043798855
u35871341,g94547789,3.20158718747456
u89383061,g33084376,1.881339658429924
u44380424,g89200271,5.686020731073684
u50997247,g11347632,4.020387042500381
u02795977,g17155852,5.940020430645213
u14336188,g66197269,1.642427385500649
u00667894,g78139956,2.4920466705576807
u67519558,g39845845,4.516348221561493
u50062649,g59442626,3.672923204010065
u29553373,g85252310,2.911705176489198
u70666506,g46609035,4.068926099782116
u03047013,g25962198,3.931609235999196
u13370974,g08220648,3.2209115429336324
u72478974,g94410811,4.014666328978208
u64072664,g68168423,3.625783359349705
u96608400,g08257375,2.4956393146497233
u79541988,g46602286,2.72095338412504
u30258510,g18306019,3.230321611069122
u89478667,g81642335,2.544161000915109
u89239385,g88529278,6.945222939989337
u58279240,g59997114,2.533120405009721
u20899705,g92017077,3.931009370160499
u92184193,g70274773,3.8517468760590283
u16136343,g01660600,4.177091011087005
u27320565,g81608348,5.129513112228387
u23069394,g88735741,1.4076929413377233
u11074610,g89809648,4.5283636243305025
u11436417,g86256371,2.904641270397267
u63720594,g40110970,5.370272622414186
u31332472,g08143802,3.8083183170175374
u94069457,g76138491,4.29933856032837
u94085555,g46446145,4.89053119573538
u83600529,g45978626,3.6495735655213495
u50866739,g43076769,4.16700341414428
u73127506,g17604638,8.986619823532848
u44636287,g57834425,6.361519853031982
u70853810,g62481736,4.732666341550565
u13547804,g93472160,2.807920293450632
u64656494,g12946119,5.065078959655689
u33109625,g88406710,4.393530898659634
u49423423,g63989484,3.5698315009131925
u91838613,g24777226,3.351516184165768
u52454500,g38436572,3.8967494348713867
u08983578,g67274965,4.537917056611665
u62097536,g11225866,2.3652635263046133
u04261151,g21050126,3.874089053649115
u84107660,g01435414,4.038305060412056
u81058112,g97931549,4.357616259973334
u80605925,g29741733,4.160022522068348
u50097048,g84397720,0.6193738065456325
u12125660,g11225866,4.15601149014039
u72054992,g39921149,3.8017988959757028
u44095087,g19813381,3.884675512162715
u11108186,g84207332,2.8196103421024437
u06072875,g56056078,3.828747944082795
u49961321,g13343607,2.108097653853534
u03790099,g40372626,4.18009411792626
u97524202,g68132896,5.782695725958556
u15554224,g65055990,2.7294567913029626
u18675490,g05463839,6.477517943683642
u38546471,g65683787,1.709813687369219
u37098825,g28713033,3.2461048175902363
u64569550,g24809309,4.359043154220293
u66610671,g08353646,6.4648985532373695
u23368183,g53223749,2.8502124944972516
u62857432,g75228197,5.817596562979167
u86021676,g48289742,2.184158042180373
u58947884,g46300937,5.041086262145664
u18417633,g21481926,2.3803311606852735
u90174553,g00288786,3.3623000729942096
u83402391,g36859945,3.072497350334411
u92442650,g03207903,3.764872625546801
u42897868,g16653801,3.4266140471001547
u09703080,g29741733,3.964547095794855
u84410758,g98293003,4.63534200838061
u47573995,g24268800,2.270091139720141
u74849356,g00131880,3.2006340271919473
u61175090,g22771657,2.0442937765451275
u22964372,g77681780,2.657384341255789
u32780791,g72856076,4.492944275016743
u35902127,g77806076,6.427630269846355
u53777615,g72460998,2.9292544120788206
u32098095,g46446145,4.259596895658694
u44521634,g85103579,3.685795276358834
u93652398,g53715495,5.471916649288493
u71386265,g59271404,3.795759121755922
u55631103,g11862712,5.132281008585614
u30873465,g09482600,4.089352232139838
u62247393,g52620301,2.5791225867319465
u61544968,g52077802,2.189007398456441
u84256962,g41988339,2.0134111416216838
u69837222,g85252310,2.796780839854055
u16598632,g86399378,2.4388437596250956
u97764793,g76822730,3.854114103606648
u09970728,g98075409,1.698045793649076
u74357322,g69051492,2.2259494455302193
u14734731,g61264440,3.6822795946941147
u62354011,g33872505,1.9764366594138874
u96545303,g04641598,1.2267170161018357
u87731122,g99758692,3.8293548800858246
u06064559,g45328688,5.603545438076465
u23791734,g79333823,7.29666592173169
u07403582,g91479688,8.128406564876116
u17313321,g25612121,3.2829462355959405
u55666073,g38434648,2.9601802802165342
u44000052,g14512041,2.751645776507969
u67398492,g78518895,4.7562189591949755
u72218324,g26192910,4.057725720608489
u44185960,g06266910,1.8743097182204709
u47146279,g28397260,2.1299755975322725
u20659941,g16967024,2.3454257251386466
u30193040,g69033010,4.736364292553554
u72312721,g27727435,4.1376343758867264
u09282584,g61877459,4.4001280150498205
u85859952,g89809648,3.7826492694745717
u94739498,g95916447,3.378969126627508
u38112790,g11225866,4.174230677787172
u89792962,g31712310,4.889995053123435
u45021466,g51770536,4.551995573189165
u94481676,g87912242,4.763047711404797
u24112449,g06921499,4.27396128134623
u79398659,g39845845,5.358871807894909
u85801738,g34929278,2.4994965006239465
u73589158,g38724809,5.04731649088624
u27700909,g18465780,3.611664346525121
u58254457,g40551467,4.256280134479387
u75771611,g56621675,3.4328260398716894
u86081323,g03280058,3.8637043245505223
u51163091,g64167567,3.6507793963099613
u74718768,g71906049,3.2308741675679054
u26858759,g34949160,3.6436958375910917
u64608589,g26732871,3.8771965037609384
u32696465,g22244120,3.969390709372817
u01122566,g57500715,4.443237911357371
u80541052,g61877459,4.668958497299031
u05581149,g15360200,3.5367132627888025
u85430536,g85617864,2.1213089913670644
u08807833,g79499736,5.496663814217033
u31964465,g34621957,3.3014093818800228
u53074823,g91851682,3.3956205222153946
u03036420,g38024861,6.415279841651047
u08166315,g34477578,5.467744360964279
u95327242,g65734768,5.652779161959977
u85288110,g59132435,1.917127071348006
u56220457,g93432134,2.1603506133001504
u44157494,g32136079,3.55583456900399
u51839661,g86199393,4.100779180660523
u99145538,g39366834,1.899604848154899
u70647035,g61434161,4.902608208827598
u87037495,g07535543,2.60964154298751
u23477614,g65175011,2.0742035684421447
u08343463,g51450658,3.2264736738837065
u72397005,g27545941,2.8900828956462545
u50987399,g05388491,2.849812721055102
u07709944,g93507333,2.9113872381284915
u84505694,g66258359,6.023531697118733
u35200970,g80472053,2.708194294384889
u53040709,g47446961,4.530701243471209
u67942871,g68808834,3.813533987549248
u28572651,g62954425,1.3638060417500806
u17490349,g03207903,4.375964694351539
u12934716,g88116000,3.0118787914823715
u97802984,g24982722,7.229439373270644
u90784003,g61264440,3.9810762185162822
u43225830,g16135457,4.458398184157626
u83926608,g43689131,2.865836269767713
u04962079,g44459813,1.653023073671997
u90337818,g87749248,4.800883933496293
u45713244,g38436572,3.108986548222645
u36549785,g66086214,2.50792391507684
u03901335,g78139956,3.0605785631379607
u26771241,g70592519,2.438982179982477
u95113472,g63446287,2.969470420486855
u87968882,g49368897,3.6309223050294235
u98869198,g84020059,3.236606166245269
u39532804,g31541380,5.52617755700776
u06413947,g05286498,1.83844166355961
u24074275,g02416235,3.6852524963503783
u48165337,g89492775,5.193374084929738
u71516011,g46862476,2.0716306785065752
u55071076,g88735741,0.8233423867303982
u51175241,g59553750,4.548148742513295
u75323279,g78826016,2.9651951099302307
u45679096,g46932837,2.212714907569346
u16343442,g89809648,4.760207011644509
u21056154,g96482153,4.8450847085361675
u91634610,g10259243,4.3909974736073085
u70556502,g45229132,4.298733446538361
u56239295,g96831210,3.4051716192017825
u78669382,g12112901,2.192092878845356
u62509621,g68559005,2.8915217542291507
u63734163,g01873417,5.192490397334035
u57077025,g06322315,2.4630613608563126
u29394603,g41577769,6.457348655272204
u93257386,g31800990,3.4888393914806755
u38961187,g96221632,4.656824916043657
u25828842,g05463839,6.861576931516508
u78389390,g75228197,5.981292619143047
u57510806,g08561999,2.786903947185937
u60183585,g55811676,6.094596918985642
u08898885,g00919878,3.8659177388863495
u36626068,g29741733,3.537969531130516
u16503738,g24194110,2.755186316438777
u41713397,g24479985,5.0149296042159275
u81933585,g49387258,2.4932343171396605
u83720525,g66086214,2.750127474342886
u56911577,g02141122,6.439167051658008
u95348013,g64574718,4.852838420481371
u74109015,g04615400,3.786653574055743
u85748295,g78139956,3.302542399505048
u72986401,g70479705,2.480969434584613
u36046248,g32799642,2.110803875952718
u50341935,g34216483,2.820622008708041
u56316623,g25170902,4.027476318473126
u35526061,g01660600,3.881437228593959
u15844193,g48452334,1.6718375727767896
u01903817,g03128638,2.4305680089266657
u78681449,g22244120,4.132738300260288
u30516690,g90538928,2.2422337489045736
u77598069,g11862712,4.455963474703942
u52623513,g68959096,5.238488437061633
u68962324,g02532016,4.3257750897627725
u41605687,g00290491,3.69319904131355
u96135866,g96830890,3.7357432536063815
u33537958,g11075424,2.87352335182972
u84685172,g84770347,3.9121670784503526
u05315350,g16158766,2.6074566281832956
u35787069,g57187406,3.0440819539763195
u24013589,g80438960,7.047623081434521
u82936629,g07895907,2.302421509090067
u55473341,g54227334,3.4976129130798728
u04759919,g68047320,4.597126500832458
u29006683,g56751692,2.2325200340491804
u67039884,g04462740,4.092064446122475
u55067766,g45359822,1.6774902471541755
u40742852,g40499587,7.069095039197746
u28326815,g23104067,3.701285643125183
u17863042,g70274773,3.64569579618882
u51322914,g51234623,1.459330340351945
u37642922,g34491894,3.8491757141565195
u20249098,g68660659,2.539019877405324
u74036086,g57843499,4.55250089534461
u18639863,g33776814,4.284063990580935
u83192523,g84994417,4.253334858897359
u96852472,g51234623,1.689255166251711
u86914212,g38302836,3.113031548659726
u50855406,g68594066,2.3585628078292293
u53247100,g79027240,3.2135020505359577
u60427348,g78518895,4.750880292195045
u46933812,g40499587,6.697317248548975
u60105241,g65794132,1.706119978450601
u56316691,g31190276,3.7261294809716023
u90678189,g87749248,4.973096298024169
u44742433,g38964542,1.1220609606785794
u12891480,g17218685,4.621273797032732
u15887552,g84465937,4.829815449521189
u26285492,g70742092,5.592213060854036
u18820716,g69213131,3.096648696530936
u35345442,g61877459,4.465954260851617
u38420807,g75513928,3.7910081701748726
u92818506,g74119615,2.1974260072278446
u96104653,g90154665,4.180106281632389
u42897868,g24479985,4.910514198658021
u38420807,g50163420,4.740610028200564
u37043522,g88657260,2.8792405285536287
u03513073,g52947714,2.646230446485161
u84257994,g02273341,6.886515408253327
u94006868,g80979867,3.149832377309275
u93029368,g36122744,3.0104140121076446
u89855328,g84994417,5.085046092572416
u62303521,g01660600,4.239648285056885
u52365785,g83147553,2.977055864954978
u50715052,g94401019,3.3009720743615243
u44337325,g32770457,5.678003766889242
u56482140,g62850718,5.605100429401583
u59370809,g90301006,2.1861484442379284
u25657821,g75248233,4.812684983246315
u67332556,g95765068,4.279025519829687
u11010664,g23188828,2.8888815028296406
u31422800,g26710111,3.262550808661375
u35298149,g11278512,3.187856708190517
u18782898,g34491894,2.9839555898637933
u26986311,g68132896,5.606350464875096
u71731340,g70274773,3.68767706202177
u09347986,g83853612,2.4894576782244644
u75811549,g98307890,2.503240360214395
u49170107,g75793700,3.848555970238361
u15945593,g62357377,2.9441448247707562
u50086910,g07132329,4.94759194205358
u33908008,g15360200,3.0050203876186354
u05581149,g18223055,3.1650320184883936
u27252828,g48452334,1.5987936271434458
u84256962,g21595192,2.470301627623835
u09994097,g43979015,4.3763189429586955
u23441276,g09482600,2.8005560456638183
u73134199,g43689131,2.545397467186362
u55472824,g46446145,5.680914137912323
u31837396,g25723374,2.548580310929196
u50097048,g99496555,3.7623666541640275
u61884625,g92844965,4.5609409605475
u19670502,g65734768,5.662693338434911
u18996344,g45880815,3.500739718578127
u12979095,g62022399,4.066140160226906
u82197279,g60926645,1.3643589439294193
u04759919,g76381409,4.12566606036277
u81072899,g78826016,2.893010758151889
u52849485,g55070029,2.2979059697829394
u59290636,g70742092,6.391974493209741
u19082710,g29752784,4.256134723526273
u03242465,g79333823,7.9090267605913525
u90210178,g97650885,2.799481296602718
u73944730,g08353646,3.7709551773726258
u55699496,g07132329,4.526411721035359
u45118952,g68559005,3.3100776983103546
u75519304,g69033010,4.768183006508837
u33282942,g90379019,4.03068825778785
u82502949,g79472133,4.38956963700459
u76739688,g05349653,4.440911042857165
u64860701,g10773791,7.723472444514265
u98869198,g83425645,6.047740549869221
u95791396,g41348232,2.457100160540737
u17490349,g64348065,4.062844735080404
u89874556,g53969661,3.702733852669921
u11194965,g16167807,3.941742406261244
u54177102,g83607000,4.21524047459421
u57390866,g26129292,1.92857168989999
u19056561,g30314000,2.5494320855306425
u56439470,g03304317,3.5019664730732463
u77506393,g89809648,4.308883406209078
u18556594,g17907308,3.1699339888398037
u06298363,g00500020,2.2349091153605647
u70345415,g67038900,4.013158437209205
u78120233,g03582685,3.5997897176841245
u96979423,g36958384,4.360633915417802
u70389962,g22244120,3.728060697457663
u28394954,g99496555,2.94488180751066
u14407800,g48254339,4.881827924324048
u04594973,g05463839,6.301095341814861
u18009698,g75513928,3.8994935071046
u06083958,g78139956,3.224004191191272
u27709887,g98214175,4.014460610691479
u51811686,g76717273,1.573886003855881
u89701907,g66086214,1.9878282396901135
u51276578,g89809648,3.411393934213544
u09994097,g22244120,4.246073085255986
u23462585,g60222751,3.342197080235437
u51155332,g35166995,5.625954631482991
u53201370,g29890162,2.9458946336833463
u01058814,g22244120,4.713696997580697
u31453539,g18223055,3.3474435660406363
u01903817,g34193208,4.190974023099904
u44272900,g90898833,3.20996223773036
u64285022,g39534254,4.469117383441896
u28780134,g36958384,4.883355767397317
u70787120,g46101992,3.551859547846551
u30139387,g53461537,4.209286336905575
u75552947,g35984506,4.074199217800115
u18824154,g97217108,5.3680121261387
u23496727,g24479985,5.252804682201747
u39310994,g75160975,2.7989689007957708
u44657132,g78336897,4.184625653326907
u03179970,g35155801,5.0603453004744665
u98871696,g51894741,3.559227124177876
u30363937,g73542870,3.538064717324871
u59766914,g53642056,2.319907456170368
u74685029,g22284227,4.157443549625304
u33085406,g48350599,4.509749128974457
u43319755,g51770536,4.361829408401271
u54411535,g53461537,3.9868691422694402
u98182875,g10444367,4.429712880842004
u94902092,g89200271,6.064859048808186
u12304471,g30891154,3.678954497007948
u48378925,g10081212,2.2854067104171296
u19426512,g36879809,1.5131060068182347
u11726116,g51367911,6.098714395260675
u99768026,g83221585,4.304014681817986
u14649675,g54327129,2.9239731078144158
u01950597,g74343362,1.4431531736536667
u97424769,g59259028,3.159568348926478
u31934142,g32989876,3.161517323909156
u45155348,g09409361,3.40557519132607
u86807468,g26274477,2.9485027945964304
u34487395,g89492775,4.5347280252228295
u46910304,g34216483,3.0484307793637093
u93715150,g02395333,3.2495433747767493
u22147688,g70286157,5.501982668745942
u53316375,g18111735,4.669487069480402
u66562726,g00187437,2.250118281838428
u12285210,g30105066,2.7034554157331914
u47562659,g61225634,4.855407176234085
u96733715,g46446145,5.001103230362777
u93071176,g17807252,6.340266084242472
u11882275,g59682009,3.1315707376822255
u01970144,g70286157,5.7065363513937
u17950890,g33626084,3.6416254249138946
u00914251,g53302271,2.2819344826519283
u70302904,g07132329,4.146651266631141
u40251545,g58218995,2.115668906819714
u55889676,g51234623,2.2957765912436807
u50722734,g40499587,6.117498114292085
u56008566,g29657740,4.180928849111102
u72375447,g29741733,3.742324693102959
u78337762,g69929359,2.3078776204519222
u63840885,g92794719,2.0628079343011034
u04495704,g05349653,3.8392090699443298
u59556555,g03488908,3.4894584451295523
u72998742,g15714062,7.233437301729249
u07229282,g10053132,2.8238357252668296
u90624417,g08020339,3.7525611127314407
u17780757,g74343362,2.7361871427060205
u21257203,g78580495,2.7660554474990846
u33197553,g35648086,2.9193040621154913
u70389962,g31190276,3.095956432391624
u98179594,g25592128,2.2025021700247236
u27244547,g57791098,5.271964504358674
u60614761,g34765721,3.108455399595314
u60034827,g34404624,3.5579240179090683
u06024869,g51283481,6.072491488112821
u44306351,g31541380,4.88457784108667
u65379510,g17604638,8.371236077961548
u26109283,g85485988,2.521614163611699
u03150358,g95702441,5.852585840833003
u77827699,g30832734,4.656503340871054
u48741760,g62481736,4.1822009082689
u16311463,g06730153,1.3801292384880748
u60098410,g88406710,3.6207467607939763
u72952508,g53744230,1.881317728586499
u52693207,g68137463,3.9351595238826267
u44605250,g48828327,2.2502588679522546
u76405884,g82874353,1.8163407332392358
u05474386,g83425645,4.731546247695858
u76695873,g51322209,3.3141960480032506
u49097492,g95702441,5.85817530150087
u23858280,g46950883,2.646241611796645
u50752235,g92794719,2.021523463617637
u23546625,g11874075,2.923113083347626
u18475136,g23175113,4.417017075625169
u95210326,g00919878,2.489447509953266
u46734883,g57734956,5.075821918242025
u91942049,g85442587,5.713831512116355
u94845177,g34621957,3.184337963907675
u67890036,g83147553,2.148256314565099
u05935515,g19451556,4.187245030934508
u67081608,g79735883,5.062878561420716
u32464819,g28580984,2.596492008909154
u09571513,g16087475,4.206687878336053
u20899705,g79333823,7.560738573637547
u75519304,g23960717,3.5567193269010824
u91418972,g32264946,3.2419523445831286
u11751952,g68302537,4.142957377360748
u39796895,g52140787,2.4812772893032036
u92136099,g76745472,3.7468061906551013
u64254759,g03207903,3.081351786209875
u04639299,g27545941,2.8311761982537247
u56333343,g11862712,4.038645762153107
u64733603,g54099326,1.1178049523439892
u56349118,g68817798,4.352963077911244
u75519304,g61913894,2.8120619127903996
u15751602,g21037002,3.9072469972180466
u53103178,g66403731,2.3260281218635113
u73038623,g74942396,4.561328116367687
u87979266,g05463839,7.040876932492404
u89993462,g59833534,3.852504782147078
u76210098,g82668863,4.659083094330012
u61150089,g87749248,4.821657400512937
u55957105,g33211163,3.896787767566273
u00950089,g29741733,3.9502678779052047
u21958648,g79735883,4.566013740729835
u17992114,g18465780,3.852758020996296
u86837249,g45328688,5.506781664296243
u94994362,g69213131,2.566043647925923
u35797255,g18342664,2.2407069004438074
u83485985,g65905047,3.8111539629033966
u05114490,g49982729,2.6600613219632616
u56398131,g27491100,3.1878406295235804
u13132900,g36958384,5.069136998594453
u21023214,g85599208,3.3957749535585418
u38871576,g99232980,2.591544927485373
u48749199,g03582685,3.6337127271030965
u99182282,g99674775,3.087164026798885
u01684585,g60107140,3.085932132081592
u62402243,g39422502,4.916210337912814
u53669213,g87889911,2.038670025752256
u01368818,g24555799,2.787146924856783
u60002054,g58023805,3.4705952363185784
u21056154,g22641865,3.5913855499298597
u29321637,g89998902,1.827147769787281
u11726116,g39366834,2.3308117847908285
u52679587,g89554109,4.496813855995505
u41644422,g18980112,3.3189986458344825
u23800330,g36122744,5.814841345125824
u53333400,g69033010,4.560217399594734
